post_id,comment_id,brand,text,label,compound,pos,neg,neu
_B_G_H5YpxM,UgwvwvK-xVU2JDKHJvt4AaABAg,atomberg,Atomberg model price,neutral,0.0,0.0,0.0,1.0
_B_G_H5YpxM,UgwP0wQBLvCgjvoIPOp4AaABAg,atomberg,Atomberg ka kun sa modal hai,neutral,0.0,0.0,0.0,1.0
_B_G_H5YpxM,UgxRNdsXujA4JVexvfR4AaABAg,atomberg,Don't buy Atomberg BLDC FAN 🪭,positive,0.4648,0.431,0.0,0.569
VIeK7Bq-hnM,Ugy5hpBCdWgTsyO1D1N4AaABAg,atomberg,15 By 15 ka hall he atomberg halo smart 1200 mm lu ya 1400mm.?,positive,0.4019,0.172,0.0,0.828
VIeK7Bq-hnM,Ugzki_GjXulnMB0KxzZ4AaABAg,crompton,Bhaiyya Crompton energion niteo m RF Remote h ya IR plz reply mujhe purches Krna h,positive,0.0772,0.098,0.0,0.902
VIeK7Bq-hnM,UgzeLvwvUP_MSgww0WN4AaABAg,havells,Can i go with havells epic signia please answer,positive,0.3182,0.247,0.0,0.753
VIeK7Bq-hnM,UgzMT_ggazwco3il0Fx4AaABAg,havells,"Key havells ka 1400MM bldc fan haei??
Please send a link",positive,0.6072,0.383,0.0,0.617
VIeK7Bq-hnM,UgzrNLLc7wVnryuGcRl4AaABAg,atomberg,atomberg poor quality after 1 year of use 😢😢😢,negative,-0.4767,0.0,0.307,0.693
VIeK7Bq-hnM,Ugxp6q5TRxLRpGfuCcN4AaABAg,havells,"Havells ceiling fan No1
Havells Ambrose and Efficiencia",positive,0.3182,0.247,0.0,0.753
VIeK7Bq-hnM,Ugzsuio5mz3AVRj2cQl4AaABAg,havells,Havells fan review kro bhai,positive,0.3182,0.365,0.0,0.635
RgwhL2ev6I4,UgzsRl7XqBy_-q1JRNB4AaABAg,atomberg,"""Atomberg remote fans work perfectly at all speeds, but regulator-based fans run almost at full speed even at 1 or 2 on the regulator. Please improve speed control in regulator models."" I have installed 4 regulator based fans. Same issue in all fans.",positive,0.8555,0.207,0.0,0.793
bRW2z6D96OU,UgzwDlcQupnZ2_B5q9N4AaABAg,atomberg,"I bought atomberg halo  today i returned atomberg. Fan's rpm is low, does not justify its price",negative,-0.2732,0.0,0.13,0.87
bRW2z6D96OU,Ugz6mgTDWA7N5-bTZsN4AaABAg,usha,Why now an average fan makes more noise that you can't hear sound from watching something on youtube of insta... I have to use headphone mostly or a Bluetooth speaker... 3000-4000 ka fan bhi itna sound krta hai jaise pehle k USha k panther nhi krte th or aaj bhi mast chal rhe hai Gaon me,positive,0.5574,0.084,0.0,0.916
bRW2z6D96OU,Ugz63BvJJJ-4K25fJqZ4AaABAg,atomberg,"Please please do not buy bldc fan.
Me double pese dekar atomberg bldc fan le aaya tha.. electricity bill me ghanta kuchh farq nahi bada. 2.5  sal bad fan kharab ho gaya..ab repairing ka kharcha alag. Fan chalta bhi kachhua ke jese tha.. rpm very slow.  Aaj kal ke induction fan bhi to 50-60watt ke aate hai.. jo company ka bhi under 2k aa jata hai. Jo 20 sal tak bhi chal jata hai..  phir bldc jhatu lene ka kya fayda..???",negative,-0.6108,0.075,0.13,0.795
bRW2z6D96OU,UgzcMXnlbFAF-zzsEaN4AaABAg,atomberg,"⚠️ I'm using atomberg Fan for 1 year Renesa Smart ceiling fan 1200mm( wifi support) & Renesa Regular ceiling fan 1200mm😔, Don't Buy this both model👎, wifi & Remote control feature is great 👍 but no air flow, only in 5 speed & Boost mode you'll feel the air with fan rotating noise, Think before you buy, Don't fall in trap
Atomberg Less air flow with energy savings,",positive,0.9342,0.277,0.037,0.687
uaKDysJ_uTk,UgwfBUUzs0Sy3CmcC_14AaABAg,havells,Should i go with havells epic signia or with orient aeon,neutral,0.0,0.0,0.0,1.0
uaKDysJ_uTk,UgyIsvbNEhRLO0_yNAd4AaABAg,crompton,much better than crompton,positive,0.4404,0.492,0.0,0.508
uaKDysJ_uTk,Ugw-VMjpzv-_VxIVAg14AaABAg,atomberg,This one or Atomberg efficio alpha ---which one better ?,positive,0.4404,0.266,0.0,0.734
uaKDysJ_uTk,UgynCGDRfvPW66Afxjp4AaABAg,orient electric,"Atomberg efficio alpha or orient electric zeno ?
Which one is better?",positive,0.504,0.246,0.0,0.754
uaKDysJ_uTk,UgynCGDRfvPW66Afxjp4AaABAg,atomberg,"Atomberg efficio alpha or orient electric zeno ?
Which one is better?",positive,0.504,0.246,0.0,0.754
vMTjqbwsDrI,UgwQrjbD5W3_U9zHZ-J4AaABAg,lg,From algeria viva Pakistan,neutral,0.0,0.0,0.0,1.0
vMTjqbwsDrI,UgydxYfNvCeQH8-Qpux4AaABAg,lg,"Kids + Smart  Fans = Unlimited Funs .  😂  Apka fan kaab on hoga kaab off o app ko bhi pata nehi cehelga , Although Nice product.👍",positive,0.7783,0.302,0.0,0.698
vMTjqbwsDrI,UgxotlKjlsEuY65e9Kx4AaABAg,havells,Havells ka koi bhi item mat lena bhaiyon. Ye Bahut hi ghatiya item hote hain. Shikayat karne pr koi sunwai bhi nahi hoti hai,neutral,0.0,0.0,0.0,1.0
x-hGuT5Gny0,Ugz3RITTZHEGMW57TaB4AaABAg,lg,Audience ke pass agr 10k hote toh 4 fan na lgate 😂😂!,positive,0.3802,0.206,0.0,0.794
x-hGuT5Gny0,UgxTh3PXTIyisIHg1Ux4AaABAg,atomberg,Proud Atomberg user 🕺from last 4 years,positive,0.4767,0.383,0.0,0.617
x-hGuT5Gny0,UgzaiUitEFDwOV5NQ8t4AaABAg,atomberg,Meanwhile Atomberg:- no body does it better,positive,0.1779,0.287,0.218,0.495
bRW2z6D96OU,UgzwDlcQupnZ2_B5q9N4AaABAg,atomberg,"I bought atomberg halo  today i returned atomberg. Fan's rpm is low, does not justify its price",negative,-0.2732,0.0,0.13,0.87
bRW2z6D96OU,Ugz6mgTDWA7N5-bTZsN4AaABAg,usha,Why now an average fan makes more noise that you can't hear sound from watching something on youtube of insta... I have to use headphone mostly or a Bluetooth speaker... 3000-4000 ka fan bhi itna sound krta hai jaise pehle k USha k panther nhi krte th or aaj bhi mast chal rhe hai Gaon me,positive,0.5574,0.084,0.0,0.916
bRW2z6D96OU,Ugz63BvJJJ-4K25fJqZ4AaABAg,atomberg,"Please please do not buy bldc fan.
Me double pese dekar atomberg bldc fan le aaya tha.. electricity bill me ghanta kuchh farq nahi bada. 2.5  sal bad fan kharab ho gaya..ab repairing ka kharcha alag. Fan chalta bhi kachhua ke jese tha.. rpm very slow.  Aaj kal ke induction fan bhi to 50-60watt ke aate hai.. jo company ka bhi under 2k aa jata hai. Jo 20 sal tak bhi chal jata hai..  phir bldc jhatu lene ka kya fayda..???",negative,-0.6108,0.075,0.13,0.795
bRW2z6D96OU,UgzcMXnlbFAF-zzsEaN4AaABAg,atomberg,"⚠️ I'm using atomberg Fan for 1 year Renesa Smart ceiling fan 1200mm( wifi support) & Renesa Regular ceiling fan 1200mm😔, Don't Buy this both model👎, wifi & Remote control feature is great 👍 but no air flow, only in 5 speed & Boost mode you'll feel the air with fan rotating noise, Think before you buy, Don't fall in trap
Atomberg Less air flow with energy savings,",positive,0.9342,0.277,0.037,0.687
eUqNCj2T55I,Ugwzd5T86FUsfLlbNqZ4AaABAg,atomberg,Simple model lo atomberg jaise ikano aur bhi ak do hain,neutral,0.0,0.0,0.0,1.0
eUqNCj2T55I,UgwCIfz6KME0OTKDMTp4AaABAg,atomberg,Atomberg bakwas hai circuit bar bar bigad jata hai,neutral,0.0,0.0,0.0,1.0
wOvKxWUW-yc,Ugz7FEUW4GE4T8pOPLl4AaABAg,havells,"Using the havells efficiencia neo for 4 years, no problem at all, one of the best fan out there.",positive,0.3818,0.256,0.193,0.551
wOvKxWUW-yc,UgwmC6r2TXgEb0uKjbJ4AaABAg,crompton,I'm searching for new bldc fans because the crompton service is horrible. I have purchased silent pro and have never been silent. After filing 9 support requests in 2 years. Now I'm looking for a new fan because of the bad customer service of crompton,negative,-0.4588,0.102,0.143,0.755
wOvKxWUW-yc,UgzVghRmsRuOIs9MJRt4AaABAg,atomberg,Atomberg efficio Alpha air flow is low. Renesa is good. I am using both.,positive,0.2023,0.181,0.131,0.688
wOvKxWUW-yc,UgwyZ2hkM-7L_XF5O-94AaABAg,atomberg,wo sab to theek hai but...atomberg renesa 2500 k andar kaha mill raha hai...??,neutral,0.0,0.0,0.0,1.0
wOvKxWUW-yc,UgwZhkzZvBrpRQGB3w14AaABAg,atomberg,Best Atomberg ke fan h mere pass 4 fan h 2500 s leke 5000 tak k all fan best h or bahut kam light lete h,positive,0.936,0.522,0.0,0.478
wOvKxWUW-yc,Ugx0hd8gZlzhfYiGgvV4AaABAg,havells,Bro mein havells technician me kaam karta Hoon,neutral,0.0,0.0,0.0,1.0
wOvKxWUW-yc,UgxYwj0wezVB15AQ5YB4AaABAg,havells,havells ki service bahut kharab hai ate hi nahi,neutral,0.0,0.0,0.0,1.0
wOvKxWUW-yc,UgzCgcaXQ-cl79pF9yl4AaABAg,crompton,No. 1crompton Enzo silent pro,negative,-0.296,0.0,0.355,0.645
wOvKxWUW-yc,UgxgErQs2uaB7xkcVud4AaABAg,havells,Havells Efficiencia Neo 3500 ka hai 2500 ka nahi,neutral,0.0,0.0,0.0,1.0
wOvKxWUW-yc,UgyQVD_K00FGekIQqzl4AaABAg,atomberg,Atomberg kitna ganda nam h chiiiii 🤮🤮,neutral,0.0,0.0,0.0,1.0
zoJRIKAvfeI,UgzhUIj_VwzMu78BbIB4AaABAg,bajaj,Mujhe Bajaj Frore and Crompton Superbreeze purchase karna h lekin offline market me nhi mil rahe h. Me Indore se hu aur itni badi city me main market me ye fans nhi mil rahe h. kya inhe online hi purchase karna padega aur warranty period me issue aane pr kaha repair hoga?,negative,-0.128,0.0,0.029,0.971
zoJRIKAvfeI,UgzhUIj_VwzMu78BbIB4AaABAg,crompton,Mujhe Bajaj Frore and Crompton Superbreeze purchase karna h lekin offline market me nhi mil rahe h. Me Indore se hu aur itni badi city me main market me ye fans nhi mil rahe h. kya inhe online hi purchase karna padega aur warranty period me issue aane pr kaha repair hoga?,negative,-0.128,0.0,0.029,0.971
zoJRIKAvfeI,Ugz7retmmvuqB3rhact4AaABAg,usha,Crompton AURA  Ceiling Fan  mara ha 4 years Ho Gaya  Good.     / USHA Striker Galaxy 1200mm   1 years ho gaya  maja nahin aaya  average ha,positive,0.8402,0.357,0.0,0.643
zoJRIKAvfeI,Ugz7retmmvuqB3rhact4AaABAg,crompton,Crompton AURA  Ceiling Fan  mara ha 4 years Ho Gaya  Good.     / USHA Striker Galaxy 1200mm   1 years ho gaya  maja nahin aaya  average ha,positive,0.8402,0.357,0.0,0.643
zoJRIKAvfeI,Ugxg7543yBiFzz1omaZ4AaABAg,crompton,Crompton AURA 2 PRIME 1 Star 1200 3 Blade Ceiling Fan   bast ha   ke bolo ma buy karna ha   3500 price ke andar bast Fan bolo,positive,0.8126,0.331,0.0,0.669
zoJRIKAvfeI,UgwiOr85-tlFBsrjhm14AaABAg,crompton,crompton 9 sal ho gaye doom macha rahi hay aabi... helocopter ki tarah best fan hay ye,positive,0.5859,0.293,0.122,0.586
zoJRIKAvfeI,UgzY5TlE3Pxtx1dxbE54AaABAg,usha,Crompton AURA  Ceiling Fan  mara ha 4 years Ho Gaya  Good.     /Usha Fan hai .Rs3300   2 years ho gaya  maja nahin aaya,positive,0.836,0.382,0.0,0.618
zoJRIKAvfeI,UgzY5TlE3Pxtx1dxbE54AaABAg,crompton,Crompton AURA  Ceiling Fan  mara ha 4 years Ho Gaya  Good.     /Usha Fan hai .Rs3300   2 years ho gaya  maja nahin aaya,positive,0.836,0.382,0.0,0.618
zoJRIKAvfeI,UgwextqGnJZE7iDgVn94AaABAg,bajaj,"Bajaj Force is the worst
.. slowest fan of the market",negative,-0.4215,0.149,0.266,0.584
FVBPuz5fwSA,Ugw-ARURi3JG4lzZfeF4AaABAg,atomberg,Atomberge renesa Halo celling fan review please,positive,0.5574,0.479,0.0,0.521
FVBPuz5fwSA,Ugwh12ZEgoi2xQDITzh4AaABAg,atomberg,Atomberg bakwas hai circuit bar bar bigad jata hai,neutral,0.0,0.0,0.0,1.0
b0YmI-5DWAQ,UgwtDb3LmQcA7pfkeDd4AaABAg,usha,USHA Racer Rich lvory ceiling fan Price?,positive,0.7096,0.541,0.0,0.459
NDKD-B_i3mg,UgwPkvwODIu1psR9XMl4AaABAg,atomberg,"I've 4 Atomberg fans and they are working good. Speed is decent and blow is also good. I've Aris, and Renesa both are studio smart. Would recommend",positive,0.875,0.333,0.0,0.667
NDKD-B_i3mg,UgxQZihVu2uJ7N59Ly14AaABAg,atomberg,For the first time I felt that I have to click on the affiliate link in the video to buy a product. Very useful information. Thank you. Ordered atomberg via your link,positive,0.7146,0.181,0.0,0.819
NDKD-B_i3mg,Ugwctc0UV-_ALZIdEq54AaABAg,atomberg,"Manufacturers of BLDC fans, like Atomberg, often don’t have service engineers available to repair their own PCBs. I started installing BLDC fans back when the technology wasn’t as popular as it is today, and over time, some of those fan PCBs stopped working. Instead of offering repair services, manufacturers usually replace the entire PCB, which helps them maintain their profits. In some cases, if the fan model has been discontinued, even the replacement PCB might not be available. So, while BLDC fans can help you save on energy, they won’t necessarily save you money — because whatever you save on electricity will likely need to be spent later on replacing a faulty PCB.",positive,0.9738,0.227,0.032,0.74
NDKD-B_i3mg,UgxwtzDwNhzZxRTlITl4AaABAg,superfan,"Used superfan, atomberg and crompton. One of my Superfan has been running for the past 10 years on top of it has india made motor. Found Crompton to be a bit glitchy, speed drops randomly. Also have an atomberg exhaust fan but noticed it has a Chinese motor. I personally find BLDC fans to be a bit noisy especially at lower speeds. A big plus for bldc fans is the speed regulation,it is accurate and steady as compared to the usual regulators that fail in a few months.",negative,-0.8614,0.034,0.128,0.838
NDKD-B_i3mg,UgxwtzDwNhzZxRTlITl4AaABAg,crompton,"Used superfan, atomberg and crompton. One of my Superfan has been running for the past 10 years on top of it has india made motor. Found Crompton to be a bit glitchy, speed drops randomly. Also have an atomberg exhaust fan but noticed it has a Chinese motor. I personally find BLDC fans to be a bit noisy especially at lower speeds. A big plus for bldc fans is the speed regulation,it is accurate and steady as compared to the usual regulators that fail in a few months.",negative,-0.8614,0.034,0.128,0.838
NDKD-B_i3mg,UgxwtzDwNhzZxRTlITl4AaABAg,atomberg,"Used superfan, atomberg and crompton. One of my Superfan has been running for the past 10 years on top of it has india made motor. Found Crompton to be a bit glitchy, speed drops randomly. Also have an atomberg exhaust fan but noticed it has a Chinese motor. I personally find BLDC fans to be a bit noisy especially at lower speeds. A big plus for bldc fans is the speed regulation,it is accurate and steady as compared to the usual regulators that fail in a few months.",negative,-0.8614,0.034,0.128,0.838
NDKD-B_i3mg,UgxM6ML_F7n_KW4XrDB4AaABAg,atomberg,"Which is best among Atomberg Renesa, Atomberg Renesa Prime remote & Atomberg Renesa halloo? ( Non smart)",positive,0.6369,0.231,0.0,0.769
NDKD-B_i3mg,UgyB0AHno07uHqiXy3J4AaABAg,atomberg,Taught of buying atomberg aris starlight instead of aris contour my main goal is high air delivery and air delivery is utmost important can I buy this BLDC fan is aris starlight or any other please recommend,positive,0.7845,0.218,0.0,0.782
NDKD-B_i3mg,UgziJda0Qr2hJlM7E494AaABAg,panasonic,"Mam how is  Anchor's Panasonic Rosalyn Dynamic 1200mm BLDC Ceiling Fan with Remote, 5 Star Ceiling Fan with 6 Speed Control Remote, High Speed Ceiling Fan, Glossy White, 3 Yrs Warranty which also looks asthethically very nice at around Rs.5300/- value for money in premium segment of BLDC fans ? How does it fare with your recommended premium fans can you plz tell what is the difference? Which one should one should one buy for hall I have 156 sq ft hall and budget around 5k to 6k.",positive,0.9377,0.197,0.0,0.803
NDKD-B_i3mg,UgxZckgIBBwG_MdNeJ14AaABAg,havells,6:42 you have missed out considering Havells Fab (available online) & Havells Epic (available offline). Both have similar specs which are better than the specs of the products you have listed /! recommended & available at under 3K price bracket,positive,0.6996,0.181,0.05,0.769
NDKD-B_i3mg,Ugw1W1hAfL8R_H1anZx4AaABAg,philips,Good info. Ecolink (Formerly Philips Lighting) also has good collection of BLDC fans with reverse mode and 5 years warranty but doesn't support IOT. Please consider reviewing it.,negative,-0.3464,0.121,0.165,0.714
NDKD-B_i3mg,Ugy9tM1oX80wDlUtKpt4AaABAg,atomberg,"Purchased 1st atomberg renesa because of rave reviews everywhere, found to be too skinny in the name of slim and silent etc. and wobbled like anything. Then bought orient aeon, way ahead in build quality and stabilty at high speed and 5 year of warranty. All these reviews to be taken with a pinch of salt, including clever marketing gimmicks that  companies use to promote their products.",positive,0.7964,0.116,0.0,0.884
NDKD-B_i3mg,UgziaaNkWfUZJkvqLS14AaABAg,superfan,How about superfan q series mam. It covers 260cmm with 270rpm . Is it good?,positive,0.4404,0.195,0.0,0.805
NDKD-B_i3mg,UgyHs5gZ7fQNmQx9sKZ4AaABAg,lg,Can u do a video of electricity consumption of lg dryers… I bought lg dryer but I don’t know which mode uses low electricity… please help,positive,0.5927,0.231,0.094,0.675
NDKD-B_i3mg,UgzAV5oN4GIrI0dpkCl4AaABAg,atomberg,Can you please recommend whether i should buy orient aerosense or atomberg aris starlight ? Both are of similar price and offer similar features the atomberg has high number number of reviews . Orient one doesn't have a lot of reviews . I am so confused... Lots of love❤❤,positive,0.6597,0.159,0.0,0.841
NDKD-B_i3mg,UgznvmCjM0A8YVq7aWx4AaABAg,havells,"Incase you missed the comment, What about Havells Stealth fan in premium? Its not mentioned in your list. Im planning to buy that. Pls suggest",neutral,0.0258,0.128,0.125,0.747
NDKD-B_i3mg,UgyS0DFatQ5ByM3Slzp4AaABAg,havells,Hi what is your view of Havells Stealth Air,negative,-0.0772,0.0,0.14,0.86
NDKD-B_i3mg,UgzAOBMSEhXAMKOxrll4AaABAg,polycab,atomberg efficio alpha is better or polycab silencio mini?,positive,0.4404,0.266,0.0,0.734
NDKD-B_i3mg,UgzAOBMSEhXAMKOxrll4AaABAg,atomberg,atomberg efficio alpha is better or polycab silencio mini?,positive,0.4404,0.266,0.0,0.734
NDKD-B_i3mg,UgycQ3cQkwZJZniLVvF4AaABAg,superfan,The superfan has the low rpm compared to atomberg compare and see the fans and give suggedtions,negative,-0.2732,0.0,0.116,0.884
NDKD-B_i3mg,UgycQ3cQkwZJZniLVvF4AaABAg,atomberg,The superfan has the low rpm compared to atomberg compare and see the fans and give suggedtions,negative,-0.2732,0.0,0.116,0.884
NDKD-B_i3mg,UgwMHWanpmNPH8r-MpB4AaABAg,atomberg,Do atomberg fans come with a copper motor or aluminum? Not specified anywhere in their catalog,neutral,0.0,0.0,0.0,1.0
NDKD-B_i3mg,UgyAi_EZK1odgq1U4cZ4AaABAg,polycab,"what about polycab silencio mini bldc fan? it is around 3000 rs, would you recommend it?",positive,0.6322,0.269,0.0,0.731
NDKD-B_i3mg,UgzZso_GSUFxC0Pbr9V4AaABAg,v-guard,"Iam using atomberg, V-guard, Crompton BLDC fans, V-guard insight model with 5 year warranty and 4700 rupees. Atomberg noice level too high compare to other brands so please use atleast  one brand and give genuine review. Comparing the warranty package, atomberg providing the least package comparing to others",positive,0.4572,0.061,0.0,0.939
NDKD-B_i3mg,UgzZso_GSUFxC0Pbr9V4AaABAg,crompton,"Iam using atomberg, V-guard, Crompton BLDC fans, V-guard insight model with 5 year warranty and 4700 rupees. Atomberg noice level too high compare to other brands so please use atleast  one brand and give genuine review. Comparing the warranty package, atomberg providing the least package comparing to others",positive,0.4572,0.061,0.0,0.939
NDKD-B_i3mg,UgzZso_GSUFxC0Pbr9V4AaABAg,atomberg,"Iam using atomberg, V-guard, Crompton BLDC fans, V-guard insight model with 5 year warranty and 4700 rupees. Atomberg noice level too high compare to other brands so please use atleast  one brand and give genuine review. Comparing the warranty package, atomberg providing the least package comparing to others",positive,0.4572,0.061,0.0,0.939
NDKD-B_i3mg,Ugzqtyd9s-0VcvQErk54AaABAg,atomberg,Atomberg has stopped manufacturing the Renesa model.💔,negative,-0.2263,0.0,0.241,0.759
NDKD-B_i3mg,Ugwu-FyIP-PsdFXRcOd4AaABAg,atomberg,"hi, i need a LONG LASTING/hassle free and efficient (good cfm at low rpm) one, and kinda leaned towards atomberg. 
atomberg ameza or efficio, will be good ?",positive,0.7845,0.28,0.065,0.654
NDKD-B_i3mg,Ugz8EPQWHn7XvUkbIzd4AaABAg,havells,What about Havells Stealth fan in premium ? Why isn’t that mentioned? Im planning to buy that. Pls suggest,positive,0.3939,0.195,0.064,0.74
NDKD-B_i3mg,UgwRrYbEoP4Ozl0p0hp4AaABAg,atomberg,What about atomberg renessa elite which you been showing footages of?,neutral,0.0,0.0,0.0,1.0
NDKD-B_i3mg,UgxI0QwNnjbPl-jrkf94AaABAg,atomberg,You literally forgot the atomberg aris starlight fan which has the highest air flow rate of 250CMM with lowest 280 rpm.,negative,-0.0772,0.096,0.109,0.795
NDKD-B_i3mg,UgwxKQUhnkgUZK3qFUN4AaABAg,havells,"I am sorry but being a dealer of havells, polycab and gm fans .. what you see online are mostly old models. Ambrose from Havells is way too old model.",neutral,-0.0387,0.0,0.041,0.959
NDKD-B_i3mg,UgwxKQUhnkgUZK3qFUN4AaABAg,polycab,"I am sorry but being a dealer of havells, polycab and gm fans .. what you see online are mostly old models. Ambrose from Havells is way too old model.",neutral,-0.0387,0.0,0.041,0.959
NDKD-B_i3mg,UgzTcH14oB2skP8G6214AaABAg,superfan,Atomberg  is slow comparing superfan,neutral,0.0,0.0,0.0,1.0
NDKD-B_i3mg,UgzTcH14oB2skP8G6214AaABAg,atomberg,Atomberg  is slow comparing superfan,neutral,0.0,0.0,0.0,1.0
NDKD-B_i3mg,UgydrllOmf7JaQ1h9BZ4AaABAg,atomberg,"Atomberg fans are not so good, 1400 mm is very bad",negative,-0.7796,0.0,0.431,0.569
NDKD-B_i3mg,UgxbpsXV7T37w9pFWDd4AaABAg,havells,PAID VIDEO HAVELLS KO GOOD BRAND BTA RAHI H LOL,positive,0.6908,0.449,0.0,0.551
NDKD-B_i3mg,Ugwg0H4kkYlt_GjXdXN4AaABAg,polycab,Orient aero sense also has reverse mode and you also missed polycab silencio cruiser prime which is better than  silencio cruiser in every aspect without costing much. Rest everything was spot on and thanks for the video. It really helped me a lot 🫡,positive,0.5574,0.123,0.047,0.83
